0.61646,0.67403,0.4151,0.40296,0.21001,0.30378,0.40767,0.4175,0.43628,0.63067,0.69693,0.20443,0.37404,0.74758,0.51487,0.20385,0.33681,0.60961,0.72393,0.64753,0.38049,0.85582,0.23874,0.8382,0.062228,0.33122,0.24891,0.41163,0.21061,0.47171,0.1928,0.32243,0.14595,0.21366,0.50439,0.69103,0.59811,0.46857,0.33209,0.20874,0.3484,0.53575,0.38343,0.35172,0.51595,0.38724,0.15304,0.35476,0.2289,0.11302,0.55874,0.048231,0.24961,0.49001,0.35747,0.39217,0.33995,0.86546,0.23522,0.37922,0.64831,0.27402,0.14058,0.4655,0.41178,0.28036,0.4799,0.044486,0.17435,0.47911,0.098726,0.30846,0.53068,0.51075,0.21569,0.91797,0.38947,0.64699,0.32044,0.32111,0.17906,0.22672,0.17827,1,0.375,1,0.49462,0.30127,0.44509,0.69213,0.14989,0.13155,0.66377,0.25878,0.41705,0.31147,0.5898,0.98047,0.12798,0.16392,0.20908,0.46814,0.25734,0.35571,0.42099,0.36866,0.35449,0.053047,0.13659,0.26842,0.95655,0.54962,0.65721,0.11626,0.48047,0.61493,0.16829,0.47303,0.48093,0.34166,0.41893,0.35613,0.37826,0.61533,0.17798,0.35348,0.16425,0.18235
0.42677,0.25262,0.54579,0.43767,0.25862,0.18645,0.37286,0.3063,0.59383,0.12576,0.50186,0.35191,0.084482,0.24229,0.32506,0.34633,0.31781,0.25217,0.65084,0.69518,0.31149,0.18186,0.37152,0.75163,0.25263,0.10625,0.064672,0.50357,0.51329,0.16473,0.52453,0.71063,0.028512,0.26088,0.6724,0.36781,0.4491,0.38996,0.3471,0.25003,0.27156,0.31562,0.18361,0.26005,0.084482,0.52861,0.21442,0.71304,0.38414,0.30128,0.34037,0.51756,0.12607,0.46269,0.51285,0.20592,0.3614,1,0.38372,0.4795,0.46983,0.13021,0.45118,0.4106,0.44097,0.78989,0.47838,0.40921,0.18469,0.058876,0.49986,0.46591,0.40969,0.24251,0.16028,0.25014,0.15187,0.70272,0.07251,0.41048,0.50273,0.36773,0.089316,0.23351,0.31509,0.52253,0.33669,0.41274,0.72347,0.25061,0.26848,0.51785,0.67624,0.33021,0.58978,0.5304,0.67064,0.50846,0.14213,0.19985,0.67792,0.64131,0.0059553,0.34879,0.2561,0.14747,0.32357,0.41597,0.1133,0.38137,0.67564,0.12661,0.4031,0.49966,0.31412,0.53209,0.57575,0.5126,0.37898,0.39719,0.60834,0.53645,0.51385,0.33095,0.29569,0.19541,0.19896,0.061583
0.54304,0.54402,0.39009,0.31584,0.35736,0.71213,0.30549,0.3647,0.24208,0.24275,0.16278,0.73257,0.37473,0.53176,0.1152,0.11969,0.44152,0.28863,0.31504,0.27492,0.75631,0.74418,0.16949,0.38157,0.15699,0.64219,0.36711,0.4383,0.30981,0.74246,0.22519,0.47272,0.26711,0.13167,0.47809,0.30222,0.41797,0.27118,0.48868,0.36824,0.23848,0.7815,0.20446,0.51349,0.068002,0.6651,0.30108,0.30606,0.40833,0.2475,0.3861,0.29765,0.7256,0.30008,0.37122,0.61243,0.47713,0.2996,0.11884,0.14781,0.41221,0.25826,0.22186,0.53156,0.59534,0.11428,0.33615,0.73253,0.35183,0.57625,0.22893,0.66378,0.34743,0.19061,0.74975,0.82095,0.38973,0.67801,0.52129,0.20136,0.62577,0.51488,0.307,0.34657,0.16853,0.2337,0.44676,0.097223,0.31588,0.14503,0.22698,0.58192,0.20839,0.2454,0.56855,0.61362,0.17064,0.9174,0.62191,0.55524,0.68158,0.39008,0.60847,0.32487,0.7679,0.38604,0.73214,0.91228,0.79794,0.47821,0.49874,0.68398,0.71656,0.57477,0.39561,0.28832,1,0.48967,0.3961,0.66714,0.78055,0.47669,0.28724,0.17544,0.51649,0.45595,0.60022,0.11252
0.7035,0.69287,0.3919,0.81052,1,0.3281,0.13877,0.44854,0.13316,0.22329,0.43113,0.13652,0.40799,0.26364,0.87578,0.72035,0.57447,0.23353,0.39193,0.14996,0.27244,0.72274,0.20491,0.50497,0.45188,0.24944,0.1756,0.30664,0.20467,0.14932,1,0.16502,0.66301,0.004827,0.35981,0.66348,0.22115,0.31018,0.42305,0.32126,0.28093,0.48126,0.30263,0.19803,0.75938,0.4952,0.53413,0.59717,0.49391,0.75421,0.27419,0.080113,0.14672,0.3791,0.2999,0.98403,0.40087,0.06426,0.44936,0.54336,0.19672,0.33536,0.42916,0.40849,0.34544,0.12719,0.39809,0.37906,0.44737,0.25829,0.55824,0.50589,0.35396,0.68067,0.65625,0.67492,0.82884,0.23091,0.64121,0.46885,0.36514,0.080042,0.56538,0.27988,0.80287,0.37267,0.45786,0.22652,0.68104,0.63176,0.33547,0.58198,0.018473,0.20268,0.71708,0.34244,0.38062,0.4771,0.17275,0.21328,0.30556,0.47628,0.55186,0.6129,0.38188,0.58535,0.61852,0.93328,0.84533,0.19244,0.50649,0.28962,0.47303,0.29873,0.4522,0.53678,0.20248,0.29338,0.84137,0.60522,0.92565,0.71898,0.42588,0.85872,0.61036,0.79453,0.37018,0.91859
0.55624,0.91255,0.51956,1,0.29161,0.25157,0.40276,0.4148,0.26731,0.2725,0.59151,0.26987,0.50932,0.43408,0.38255,0.16597,0.4244,0.48951,0.27226,0.51871,0.95484,0.41502,0.5241,0.54857,0.19385,0.026573,0.43447,0.35934,0.62781,0.055513,0.33867,0.40411,0.49798,0.36447,0.55443,0.46572,0.76807,0.42983,0.26428,0.48869,0.45721,0.62096,0.48931,0.59059,0.15612,0.19433,0.17555,0.37161,0.23958,0.49,0.39235,0.74876,0.28253,0.32288,0.45317,0.21758,0.10955,0.53485,0.62382,0.59491,0.30264,0.14982,0.49654,0.47604,0.25095,0.51065,0.564,0.2654,0.29393,0.18187,0.092699,0.36995,0.21562,0.25057,0.41599,0.43851,0.62611,0.1613,0.67577,0.094795,0.20864,0.31806,0.20264,0.24024,0.50378,0.43032,0.12236,0.22254,0.29938,0.36295,1,0.31417,0.53125,0.26952,0.51661,0.26369,0.2839,0.10998,0.23282,0.12266,0.28618,0.16272,0.50641,0.46367,0.80109,0.42417,0.30109,0.48443,0.51566,0.64501,0.65709,0.48339,0.10145,0.20837,1,0.45686,0.43599,0.44473,0.59485,0.15419,0.37763,0.41579,0.276,0.21045,0.49796,0.25725,0.86454,0.83077
0.48727,0.36615,0.30307,0.47591,0.32468,0.28897,0.39725,0.055063,0.22932,0.30242,0.3775,0.19841,0.44577,0.11584,0.22965,0.20217,0.3065,0.60654,0.43497,0.4085,0.25184,0.059176,0.60721,0.46622,0.16469,0.4551,0.34119,0.50651,0.56451,0.23609,0.35498,0.2811,0.63945,0.58977,0.10261,0.48318,0.45951,0.62546,0.47264,0.46324,0.054815,0.40188,0.57145,0.38447,0.18877,0.17995,0.4959,0.087346,0.24472,0.2908,0.31104,0.4271,0.3093,0.22907,0.37551,0.36386,0.35721,0.044618,0.51703,0.24608,0.54969,0.29327,0.58106,0.76394,0.63245,0.27228,0.61566,0.20564,0.23729,0.31364,0.38369,0.40706,0.25592,0.37631,0.66236,0.13688,0.048194,0.51819,0.26243,0.34444,0.44951,0.4143,0.18455,0.28798,0.45578,0.54594,0.63529,0.5225,0.10439,0.68391,0.30698,0.16586,0.18227,0.40919,0.22577,0.19617,0.17875,0.80469,0.28053,0.27945,0.11347,0.083961,0.38698,0.40821,0.60496,0.16989,0.17053,0.12644,0.41162,0.38649,0.48713,0.14509,0.42391,0.33553,0.31282,0.09649,0.1595,0.43762,0.26657,0.26387,0.53919,0.21159,0.38589,0.48972,0.20936,0.20151,0.071527,0.4901
0.062733,0.59527,0.10308,0.83689,0.40761,0.18672,0.27667,0.62326,0.20964,0.27141,0.54933,0.36663,0.4007,0.70902,0.11807,0.31598,0.21017,0.11854,0.40779,0.28722,0.28628,0.14029,0.69917,0.14231,0.26888,0.11466,0.37825,0.32733,0.46885,0.15227,0.29219,0.39102,0.55893,0.65403,0.40295,0.65272,0.33181,0.12463,0.2061,0.45362,0.89146,0.10706,0.66927,0.43994,0.20693,0.55407,0.1892,0.21881,0.24644,0.78812,0.12642,0.099807,0.367,0.35237,0.22081,0.60831,0.21598,0.3322,0.30298,0.59686,0.17023,0.24056,0.11066,0.19523,0.65841,0.40648,0.25574,0.71321,0.8065,0.31904,0.41729,0.2958,0.5905,0.67658,0.38128,0.21078,0.6241,0.43358,0.35852,0.40083,0.32389,0.44166,0.076858,0.28324,0.43515,0.69519,0.33586,0.36157,0.3634,0.30637,0.30342,0.23705,0.63389,0.18246,0.59983,0.21677,0.31575,0.52538,0.17779,0.061009,0.5423,0.15388,0.21192,0.30163,0.31629,0.34723,0.079685,0.20826,0.41762,0.23636,0.61398,0.2077,0.054245,0.096565,0.093063,0.37425,0.1927,0.33263,0.27016,0.16871,0.39895,0.27379,0.40351,0.36094,0.25402,0.45868,0.4524,0.045044
0.84061,0.79283,0.66544,0.76333,0.24483,0.48956,0.34377,0.3906,0.012275,0.57188,0.30633,0.94556,0.34443,0.085714,0.33319,0.49846,0.65348,0.35279,0.69867,0.28576,0.10109,0.14757,0.6601,0.98654,0.24597,0.4497,0.174,0.19549,0.024622,0.38787,0.21853,0.15883,0.22859,0.83896,0.59118,0.64367,0.30726,0.52578,0.47738,0.84503,0.39092,0.21134,0.205,0.18328,0.33024,0.48011,0.45134,0.40144,0.2305,0.47451,0.58871,0.40357,0.29158,0.12917,0.01884,0.40787,0.46829,0.42457,0.25225,0.62617,0.087823,0.72143,0.61489,0.15346,0.95336,0.32355,0.56862,0.28117,0.81386,0.41513,0.26453,0.40705,0.35101,0.635,0.038764,0.92075,0.39006,0.16981,0.18559,0.48458,0.55701,0.51451,0.19874,0.30538,0.086684,0.23041,0.23665,0.36473,0.36396,0.24552,0.33367,0.12792,0.27728,0.41955,0.65999,0.55652,0.15648,0.37251,0.36052,0.10469,0.20719,0.49726,0.06613,0.40678,0.29806,0.24347,0.42966,0.28408,0.82601,0.22678,0.27381,0.15092,0.092567,0.29337,0.59334,0.39773,0.15572,0.59833,0.60558,0.25712,0.27265,0.14611,0.57907,0.21368,0.51598,0.45286,0.40661,0.222
0.47579,0.18257,0.29711,0.20317,0.26175,0.33337,0.53279,0.13738,0.12984,0.31962,0.73256,0.47288,0.50778,0.34461,0.79226,0.19711,0.39409,0.78313,0.32938,0.71895,0.50555,0.24337,0.85133,0.51146,0.71588,0.17161,0.11839,0.13747,0.059863,0.53362,0.47743,0.39897,0.19832,0.081516,0.42517,0.43345,0.29208,0.90691,0.3506,0.34766,0.31979,0.31757,0.18258,0.097954,0.88356,0.10643,0.76407,0.18309,0.41791,0.33232,0.2536,0.41655,0.28848,0.40115,1,0.83553,0.05873,0.33476,0.42928,0.73529,0.51967,0.038212,0.31194,0.52947,0.26711,0.47408,0.093957,0.090999,0.49953,0.43305,0.39504,0.077908,0.40565,0.13472,0.38549,0.37122,0.46532,0.41017,0.31108,0.45997,0.36197,0.11803,0.20454,0.25551,0.056216,0.075573,0.32768,0.029555,0.37776,0.24021,0.14108,0.39797,0.5466,0.385,0.19143,0.22949,0.29481,0.049007,0.27366,0.074495,0.49321,0.20159,0.29231,0.12809,0.50856,0.20957,0.25096,0.30058,0.21269,0.23867,0.45157,0.25157,0.34177,0.18064,0.31518,0.43871,0.18339,0.19368,0.31992,0.65011,0.12255,0.32231,0.064743,0.62602,0.56874,0.20491,0.35581,0.58579
0.093077,0.12661,0.65636,0.61709,0.41576,0.45957,0.31889,0.30168,0.76539,0.18397,0.67525,0.47637,0.49425,0.14027,0.52632,0.42718,0.32992,0.24179,0.3138,0.33086,0.518,0.74196,0.46362,0.56777,0.32937,0.27071,0.48447,0.30066,0.81903,0.74358,0.2673,0.2893,0.13643,0.46108,0.18622,0.64446,0.11777,0.32611,0.34391,0.37914,0.55054,0.37394,0.72028,0.43178,0.53455,0.55435,0.61253,0.79774,0.37942,0.37811,0.26518,0.1506,0.14466,0.21301,0.1943,0.29832,0.45702,0.38938,0.20222,0.29752,0.77983,0.32377,0.2145,0.35304,0.43396,0.22442,0.423,0.21249,0.048637,0.54693,0.13535,0.33944,0.32231,0.79199,0.33702,0.19933,0.016293,0.58583,0.22735,0.35483,0.75435,0.46062,0.10921,0.13245,0.23394,0.07128,0.51229,0.55442,0.46852,0.50938,0.38171,0.483,0.36774,0.22487,0.14155,0.38546,0.25829,0.24982,0.36069,0.39612,0.58678,0.37257,0.20708,0.24799,0.55654,0.34057,0.29111,0.35828,0.31487,0.27343,0.46026,0.51627,0.34936,0.47416,0.31879,0.55501,0.23267,0.15247,0.36204,0.24532,0.3188,0.85679,0.30645,0.21936,0.50021,0.48701,0.067179,0.54873
